date,Return_AMD,Volume_AMD,Close_AMD,Spread_AMD,Return_NVDA,Volume_NVDA,Close_NVDA,Spread_NVDA
2017-02-02,0.0182421227197347,116324549.0,12.28,0.7100000000000009,0.0126371215445371,12081040.0,2.88475,0.0919999999999998
2017-02-03,-0.003257328990228,60036740.0,12.24,0.4600000000000008,-0.0087529248635064,9318633.0,2.8595,0.05
2017-02-06,0.113562091503268,140474084.0,13.63,1.3199999999999985,0.0256163664976394,12669205.0,2.93275,0.0831524999999999
2017-02-07,-0.02494497432135,158684069.0,13.29,1.209999999999999,0.0155144488960873,18655567.0,2.97825,0.0754999999999999
2017-02-08,0.0203160270880361,75943602.0,13.56,0.6699999999999999,-0.0043649794342315,11239787.0,2.96525,0.0732500000000001
2017-02-09,-0.0103244837758112,73340432.0,13.42,0.4900000000000002,-0.0188011128909873,21056478.0,2.9095,0.0865000000000002
2017-02-10,0.0119225037257824,54581343.0,13.58,0.6099999999999994,-0.0237154150197628,41277341.0,2.8405,0.2025000000000002
2017-02-13,-0.0066273932253314,57413113.0,13.49,0.5699999999999985,-0.0461186410843161,29518226.0,2.7095,0.1445
2017-02-14,-0.0170496664195701,40479052.0,13.26,0.3000000000000007,0.0036907178446208,21265787.0,2.7195,0.0965
2017-02-15,0.0030165912518854,33722253.0,13.3,0.2899999999999991,0.0020224305938592,9325532.0,2.725,0.0509999999999998
2017-02-16,-0.024812030075188,52502531.0,12.97,0.5099999999999998,-0.0160550458715596,16202611.0,2.68125,0.0945
2017-02-17,0.0123361603700848,40888378.0,13.13,0.5400000000000009,-0.0001864801864802,14093740.0,2.68075,0.0654999999999997
2017-02-21,0.0662604722010663,66393863.0,14.0,0.6999999999999993,0.0358108738226243,13800118.0,2.77675,0.0752500000000001
2017-02-22,0.02,71505039.0,14.28,0.4600000000000008,-0.0015305663095345,10844256.0,2.769,0.04525
2017-02-23,0.0028011204481793,80317617.0,14.32,0.629999999999999,-0.0927230046948357,39824738.0,2.51225,0.1677499999999998
2017-02-24,-0.0139664804469274,46293014.0,14.12,0.4600000000000008,0.0096527017613693,25749722.0,2.5365,0.1574999999999999
2017-02-27,0.0764872521246459,95422869.0,15.2,1.08,0.0290754977330968,17885019.0,2.61025,0.0864999999999998
2017-02-28,-0.0486842105263158,141782979.0,14.46,1.200000000000001,-0.02806244612585,15633968.0,2.537,0.1106249999999999
2017-03-01,0.0345781466113416,73450388.0,14.96,0.5700000000000003,0.012908947575877,12620139.0,2.56975,0.0815000000000001
2017-03-02,-0.070855614973262,104331930.0,13.9,0.91,-0.036871290981613,18858278.0,2.475,0.09875
2017-03-03,-0.062589928057554,163646410.0,13.03,0.7900000000000009,-0.0057575757575758,21636508.0,2.46075,0.0637499999999999
2017-03-06,0.0007674597083653,117192621.0,13.04,0.9599999999999992,-0.0077212232043076,22089169.0,2.44175,0.0732499999999998
2017-03-07,0.0007668711656442,76666266.0,13.05,0.5800000000000001,0.010955257499744,15085007.0,2.4685,0.0594999999999998
2017-03-08,0.0130268199233716,71294747.0,13.22,0.450000000000001,-0.0018229694146243,15967822.0,2.464,0.0707499999999999
2017-03-09,0.008320726172466,45244233.0,13.33,0.3399999999999998,-0.0002029220779221,11952477.0,2.4635,0.0512499999999999
2017-03-10,0.0435108777194299,65142157.0,13.91,0.4800000000000004,0.0058859346458291,12493612.0,2.478,0.0427500000000002
2017-03-13,0.0265995686556434,73082646.0,14.28,0.5,0.0275423728813559,19353402.0,2.54625,0.0684999999999998
2017-03-14,-0.0126050420168067,52558505.0,14.1,0.5099,-0.0006872852233677,13050415.0,2.5445,0.057
2017-03-15,-0.0085106382978723,55183561.0,13.98,0.4400000000000013,0.0075653370013755,15375852.0,2.56375,0.06675
2017-03-16,-0.0236051502145923,44494793.0,13.65,0.2300000000000004,0.0122866894197952,13077495.0,2.59525,0.0355
2017-03-17,-0.0117216117216117,224892427.0,13.49,0.3800000000000008,0.0217705423369618,27992169.0,2.65175,0.05775
2017-03-20,0.0674573758339511,91565591.0,14.4,0.9600000000000009,0.031865749033657,18714252.0,2.73625,0.0870000000000001
2017-03-21,-0.0402777777777778,72553225.0,13.82,0.7100000000000009,-0.0323435358611238,22838673.0,2.64775,0.109375
2017-03-22,0.020260492040521,61239502.0,14.1,0.5949999999999989,0.0203946747238221,15419106.0,2.70175,0.0740000000000002
2017-03-23,-0.0219858156028369,44549945.0,13.79,0.3450000000000006,-0.0090681965392801,13348542.0,2.67725,0.0464299999999998
2017-03-24,-0.0065264684554025,50099472.0,13.7,0.6400000000000006,0.0035484172191615,10987546.0,2.68675,0.0717500000000001
2017-03-27,0.0,42686840.0,13.7,0.5699999999999985,0.007257839397041,12666100.0,2.70625,0.1207499999999999
2017-03-28,-0.0007299270072993,37420153.0,13.69,0.3099999999999987,-0.0051732101616628,10811109.0,2.69225,0.0405000000000001
2017-03-29,0.0014609203798393,37863470.0,13.71,0.2399999999999984,-0.0032500696443495,8749791.0,2.6835,0.0309999999999998
2017-03-30,0.024799416484318,44222530.0,14.05,0.4000000000000003,0.01919135457425,13138349.0,2.7350000000000003,0.0649999999999998
2017-03-31,0.0355871886120996,84566239.0,14.55,0.7400000000000002,-0.0042961608775137,11020165.0,2.72325,0.0371974999999999
2017-04-03,0.0061855670103093,48423677.0,14.64,0.4399999999999995,-0.0050491141099789,11130813.0,2.7095,0.0557500000000001
2017-04-04,-0.0327868852459016,58413020.0,14.16,0.6400000000000006,-0.0701236390477948,31782004.0,2.5195,0.1019999999999999
2017-04-05,0.0007062146892655,58816711.0,14.17,0.5400000000000009,-0.0074419527684064,18677482.0,2.50075,0.0717500000000001
2017-04-06,-0.063514467184192,139500305.0,13.27,0.6300000000000008,0.007297810656803,15878004.0,2.519,0.071
2017-04-07,0.0188394875659382,70440981.0,13.52,0.4599999999999991,-0.0042675664946407,10744650.0,2.50825,0.0502500000000001
2017-04-10,-0.0310650887573964,47178217.0,13.1,0.5500000000000007,-0.0255157978670388,18908364.0,2.44425,0.07575
2017-04-11,0.0,59916907.0,13.1,0.5799999999999983,0.003579830213767,15455377.0,2.4530000000000003,0.0637475000000002
2017-04-12,-0.0259541984732824,37385363.0,12.76,0.3599999999999994,-0.0082551977170811,10352296.0,2.43275,0.0400000000000002
2017-04-13,-0.0352664576802508,53460981.0,12.31,0.5,-0.018703113760148,12672345.0,2.38725,0.0429999999999999
2017-04-17,0.0389926888708367,38188238.0,12.79,0.4300000000000015,0.0391664048591476,12432305.0,2.48075,0.0859999999999999
2017-04-18,0.0125097732603597,37172004.0,12.95,0.3900000000000005,0.0006046558500453,9252944.0,2.48225,0.0485000000000003
2017-04-19,-0.0084942084942085,36491056.0,12.84,0.4049999999999993,0.0039278880048343,9520659.0,2.492,0.0392500000000001
2017-04-20,0.0210280373831776,41976064.0,13.11,0.2699999999999996,0.0158507223113965,10101358.0,2.5315000000000003,0.05091
2017-04-21,-0.0083905415713196,25699590.0,13.0,0.2199999999999988,0.0041477384949635,8548054.0,2.5420000000000003,0.0357500000000001
2017-04-24,0.01,36120264.0,13.13,0.1850000000000005,0.0124901652242329,9295490.0,2.57375,0.0342500000000001
2017-04-25,0.0274181264280274,35880950.0,13.49,0.3650000000000002,0.0173870811073337,9718972.0,2.6185,0.0664999999999999
2017-04-26,-0.0059303187546331,36644522.0,13.41,0.3099999999999987,-0.0068741645980523,8175145.0,2.6005,0.03625
2017-04-27,0.0156599552572707,31327634.0,13.62,0.33,0.0155739280907518,8601915.0,2.641,0.05975
2017-04-28,-0.0234948604992658,50375992.0,13.3,0.5950000000000006,-0.0126845891707686,8706157.0,2.6075,0.0392500000000001
2017-05-01,0.0240601503759399,68036449.0,13.62,0.3800000000000008,0.0224352828379674,7693333.0,2.666,0.0599999999999997
2017-05-02,-0.2422907488986784,268336455.0,10.32,1.459999999999999,-0.0296324081020255,15749327.0,2.587,0.0758874999999999
2017-05-03,0.0067829457364341,140899385.0,10.39,0.8300000000000001,0.0074410514109007,8423137.0,2.60625,0.0510000000000001
2017-05-04,-0.0279114533205005,77031372.0,10.1,0.6100000000000012,-0.0038369304556355,5244692.0,2.59625,0.0355
2017-05-05,0.0089108910891089,51758963.0,10.19,0.3200000000000003,9.62927298989e-05,5710740.0,2.5965,0.0350000000000001
2017-05-08,-0.014720314033366,35101132.0,10.04,0.2200000000000006,-0.0104948969766994,9130990.0,2.56925,0.05225
2017-05-09,0.0139442231075697,51017346.0,10.18,0.3600000000000012,0.0016541792351854,21191821.0,2.5735,0.0567500000000002
2017-05-10,0.0599214145383104,66007289.0,10.79,0.4000000000000003,0.1782591801049155,53227434.0,3.0322500000000003,0.1949999999999999
2017-05-11,0.025949953660797,72946523.0,11.07,0.75,0.0429549014758018,48494808.0,3.1625,0.2630000000000002
2017-05-12,0.017163504968383,56072619.0,11.26,0.3200000000000003,0.0109881422924901,24065459.0,3.19725,0.0954999999999998
2017-05-15,0.0142095914742451,52564965.0,11.42,0.2999999999999989,0.0501993901008679,27188548.0,3.35775,0.12575
2017-05-16,0.1164623467600701,164187470.0,12.75,1.1399999999999988,0.0186136549772913,28027471.0,3.42025,0.1019125000000002
2017-05-17,-0.1215686274509804,160110462.0,11.2,1.1255000000000006,-0.0664425115123164,31788468.0,3.193,0.1827500000000003
2017-05-18,0.0066964285714286,87013216.0,11.275,0.6799999999999997,0.0418885061071093,28900757.0,3.32675,0.1595000000000002
2017-05-19,0.0119733924611973,50374292.0,11.41,0.2699999999999996,0.0230705643646201,25459271.0,3.4,0.075
2017-05-22,-0.0324276950043821,78696444.0,11.04,0.7800000000000011,0.0213235294117647,20915336.0,3.4725,0.0537499999999994
2017-05-23,-0.0135869565217391,49799586.0,10.89,0.4350000000000005,-0.0134629229661627,17031247.0,3.42575,0.1019999999999996
2017-05-24,0.0,43028139.0,10.89,0.3499999999999996,0.0112384149456323,20434495.0,3.46425,0.0747499999999995
2017-05-25,0.0082644628099174,33584659.0,10.98,0.209999999999999,-0.0022371364653244,15205701.0,3.4565,0.08975
2017-05-26,0.0018214936247723,31910140.0,11.0,0.2799999999999993,0.0258932446116013,19478497.0,3.5460000000000003,0.2042499999999996
2017-05-30,0.0109090909090909,35338977.0,11.12,0.3699999999999992,0.0213620981387479,24747298.0,3.62175,0.0810274999999997
2017-05-31,0.006294964028777,42929027.0,11.19,0.3900000000000005,-0.0035894250017257,22332894.0,3.60875,0.1237499999999997
2017-06-01,-0.0232350312779267,48001971.0,10.93,0.4749999999999996,6.92760651195e-05,12584967.0,3.609,0.0627499999999997
2017-06-02,-0.0027447392497713,43056167.0,10.9,0.3950000000000013,-0.0049875311720698,12186434.0,3.591,0.0475000000000001
2017-06-05,0.0311926605504587,66207307.0,11.24,0.5399999999999991,0.0304232804232804,20434542.0,3.70025,0.1505000000000002
2017-06-06,0.0702846975088968,115000567.0,12.03,1.0,-0.0045267211674887,18968189.0,3.6835,0.0722499999999996
2017-06-07,0.029093931837074,151005890.0,12.38,0.725200000000001,0.0120809013166825,15315293.0,3.728,0.0545000000000001
2017-06-08,0.0420032310177706,89515129.0,12.9,0.5099999999999998,0.0725590128755365,29043605.0,3.9985,0.2052500000000002
2017-06-09,-0.048062015503876,167454433.0,12.28,1.7699999999999996,-0.0646492434662999,92349396.0,3.74,0.64375
2017-06-12,-0.0154723127035831,125783759.0,12.09,1.08,0.0024732620320856,42438580.0,3.74925,0.2397499999999994
2017-06-13,-0.010752688172043,87302253.0,11.96,0.8100000000000005,0.0095352403814096,41818830.0,3.785,0.2280000000000001
2017-06-14,-0.0158862876254181,51909425.0,11.77,0.4000000000000003,0.002113606340819,29616561.0,3.793,0.139
2017-06-15,-0.0229396771452846,61665981.0,11.5,0.3699999999999992,0.0042842077511205,24095612.0,3.80925,0.1774999999999998
2017-06-16,-0.0052173913043478,59779528.0,11.44,0.5500000000000007,-0.0049222287851939,23123950.0,3.7905,0.1114999999999995
2017-06-19,0.0428321678321678,61803552.0,11.93,0.5,0.037593984962406,19454439.0,3.933,0.1067500000000002
2017-06-20,0.0595138306789606,118001536.0,12.64,0.75,-0.0014619883040936,27386094.0,3.92725,0.1205000000000005
2017-06-21,0.1060126582278481,188850265.0,13.98,0.879999999999999,0.0151505506397606,17068374.0,3.98675,0.0980000000000003
2017-06-22,0.0286123032904149,149594245.0,14.38,0.9399999999999996,-0.0068978491252273,11728324.0,3.95925,0.0734999999999999
2017-06-23,-0.0146036161335188,200777337.0,14.17,0.7699999999999996,-0.0286670455262992,27214702.0,3.84575,0.1524999999999998
2017-06-26,-0.0063514467184192,101012733.0,14.08,0.6500000000000004,-0.0109211467204056,26598996.0,3.80375,0.2067499999999995
2017-06-27,-0.0482954545454545,89319697.0,13.4,0.6699999999999999,-0.0366086099244167,24987313.0,3.6645,0.1359999999999999
2017-06-28,-0.0126865671641791,85206909.0,13.23,0.6099999999999994,0.0352708418610997,24873779.0,3.79375,0.1547499999999999
2017-06-29,-0.0476190476190476,87634359.0,12.6,0.7000000000000011,-0.0334102141680395,26610631.0,3.667,0.1659999999999996
2017-06-30,-0.0095238095238095,59267384.0,12.48,0.4700000000000006,-0.0144532315244069,18276532.0,3.614,0.1107500000000001
2017-07-03,-0.0264423076923077,39929101.0,12.15,0.5999999999999996,-0.0361787493082457,17726897.0,3.4832500000000004,0.1768424999999993
2017-07-05,0.08559670781893,99450235.0,13.19,0.8900000000000006,0.0266992033302232,20504738.0,3.5762500000000004,0.07725
2017-07-06,-0.0128885519332828,88927822.0,13.02,0.6550000000000011,0.0030059419783293,18657132.0,3.587,0.1404975
2017-07-07,0.0261136712749616,88392137.0,13.36,0.5649999999999995,0.0228603289657095,16374352.0,3.669,0.0662500000000001
2017-07-10,0.0336826347305389,78320196.0,13.81,0.6100000000000012,0.047288089397656,23962269.0,3.8425,0.1328949999999999
2017-07-11,0.0057929036929761,71102468.0,13.89,0.479000000000001,0.0141834743005856,18948896.0,3.897,0.1009999999999998
2017-07-12,0.0287976961843053,78508397.0,14.29,0.4299999999999997,0.0425327174749808,28630213.0,4.062749999999999,0.1609999999999999
2017-07-13,-0.053184044786564,111657888.0,13.53,1.0600000000000005,-0.0115685188603778,34228433.0,4.01575,0.1887500000000002
2017-07-14,0.0288248337028825,85084552.0,13.92,0.6099999999999994,0.0268941044636743,23560626.0,4.123749999999999,0.1
2017-07-17,-0.0086206896551724,71691790.0,13.8,0.6099999999999994,-0.0042437102152167,23269761.0,4.10625,0.14375
2017-07-18,-0.0231884057971015,78366510.0,13.48,0.379999999999999,0.0104109589041096,19415987.0,4.149,0.13125
2017-07-19,0.0051928783382789,51957812.0,13.55,0.33,-0.0051819715594119,17176290.0,4.1275,0.0697499999999998
2017-07-20,0.018450184501845,47707466.0,13.8,0.4400000000000013,0.0145366444579043,17489889.0,4.1875,0.0899474999999995
2017-07-21,0.0057971014492754,51045804.0,13.88,0.4300000000000015,0.0035820895522388,16222297.0,4.2025,0.0802500000000002
2017-07-24,0.0201729106628242,71014864.0,14.16,0.4699999999999988,-0.011600237953599,16313052.0,4.1537500000000005,0.0765
2017-07-25,-0.0035310734463277,98169863.0,14.11,0.450000000000001,-0.0048149262714415,12416731.0,4.13375,0.0587250000000004
2017-07-26,0.0460666194188519,236113831.0,14.76,1.25,0.0115512549138192,16063080.0,4.1815,0.1019249999999999
2017-07-27,-0.043360433604336,130305657.0,14.12,1.34,-0.0330025110606242,19571379.0,4.0435,0.2795000000000002
2017-07-28,-0.0120396600566572,66763754.0,13.95,0.4199999999999999,0.0163843205144058,12834057.0,4.10975,0.1524999999999998
2017-07-31,-0.0243727598566308,69108676.0,13.61,0.75,-0.011436218748099,13991802.0,4.062749999999999,0.1445
2017-08-01,0.0073475385745775,49223921.0,13.71,0.4100000000000001,0.0121838656082703,10790616.0,4.11225,0.089
2017-08-02,-0.024799416484318,67502294.0,13.37,0.8100000000000005,-0.0006079396923825,11961082.0,4.10975,0.1159999999999996
2017-08-03,-0.0097232610321616,52557354.0,13.24,0.4399999999999995,0.012713668714642,11060541.0,4.162,0.0737499999999997
2017-08-04,-0.0090634441087613,64254245.0,13.12,0.3399999999999998,0.0043849111004325,14727353.0,4.18025,0.08975
2017-08-07,0.0236280487804878,57486768.0,13.43,0.3000000000000007,0.030739788290174,17935280.0,4.30875,0.1092500000000001
2017-08-08,-0.0238272524199553,47338001.0,13.11,0.4700000000000006,-0.0118944009283435,18883354.0,4.2575,0.1462499999999998
2017-08-09,-0.0213577421815408,59111491.0,12.83,0.3500000000000014,0.0106283029947152,13269623.0,4.3027500000000005,0.1135000000000005
2017-08-10,-0.0553390491036633,83113365.0,12.12,0.8100000000000005,-0.0428214513973622,33202227.0,4.1185,0.2082499999999996
2017-08-11,0.0090759075907591,63558840.0,12.23,0.5099999999999998,-0.0532961029501032,37432656.0,3.899,0.15225
2017-08-14,0.0433360588716271,64426061.0,12.76,0.2650000000000005,0.0797640420620672,31975541.0,4.21,0.2337500000000006
2017-08-15,0.0203761755485893,57990255.0,13.02,0.3900000000000005,-0.0084323040380048,19113263.0,4.1745,0.1019999999999996
2017-08-16,-0.0299539170506912,64639428.0,12.63,0.6699999999999999,-0.0109593963348904,14915786.0,4.12875,0.1174999999999997
2017-08-17,-0.0229612034837688,47429752.0,12.34,0.33,-0.0222827732364517,13210873.0,4.03675,0.1030000000000001
2017-08-18,0.0024311183144246,37521694.0,12.37,0.3049999999999997,0.0001857930265684,15030107.0,4.0375,0.1180000000000006
2017-08-21,-0.0258690379951496,58888505.0,12.05,0.5600000000000005,-0.0145510835913313,15591767.0,3.97875,0.1394999999999996
2017-08-22,0.0099585062240664,39033223.0,12.17,0.2300000000000004,0.0222431668237512,11268633.0,4.063750000000001,0.0769999999999996
2017-08-23,0.0254724732949877,44345380.0,12.48,0.5850000000000009,0.0199938480467548,14487996.0,4.1450000000000005,0.1350000000000001
2017-08-24,0.0016025641025641,37269779.0,12.5,0.3200000000000003,-0.0036791314837153,11742501.0,4.12975,0.0789999999999999
2017-08-25,-0.0056,29732049.0,12.43,0.3200000000000003,-0.0083540165869605,8930022.0,4.09525,0.07575
2017-08-28,-0.0160901045856798,35969587.0,12.23,0.3900000000000005,0.0070813747634455,9737443.0,4.12425,0.0692499999999995
2017-08-29,-0.0065412919051513,33618112.0,12.15,0.25,-0.0016366612111293,8102357.0,4.1175,0.0829750000000004
2017-08-30,0.042798353909465,43932966.0,12.67,0.5199999999999996,0.0059502125075896,9610039.0,4.142,0.0464999999999996
2017-08-31,0.0260457774269929,51833415.0,13.0,0.370000000000001,0.0226943505552873,15351604.0,4.236,0.0850000000000001
2017-09-01,0.0146153846153846,53158562.0,13.19,0.4450000000000003,0.0060198300283286,11135787.0,4.2615,0.0575000000000002
2017-09-05,-0.020470053070508,51583210.0,12.92,0.5299999999999994,-0.0266924791739998,17421192.0,4.14775,0.1255450000000003
2017-09-06,-0.0046439628482972,34182430.0,12.86,0.33,-0.0006027364233621,9941783.0,4.14525,0.0850000000000001
2017-09-07,-0.0178849144634526,35816911.0,12.63,0.3399999999999998,0.0046438694891744,8821707.0,4.1645,0.0734999999999999
2017-09-08,-0.0300870942201108,60886410.0,12.25,0.5749999999999993,-0.0173490214911754,12471422.0,4.09225,0.1
2017-09-11,0.0244897959183673,43354996.0,12.55,0.3399000000000001,0.0324393670963406,14186078.0,4.225,0.1028125000000002
2017-09-12,-0.0199203187250996,54413148.0,12.3,0.4670000000000005,0.0036094674556213,10287203.0,4.2402500000000005,0.07575
2017-09-13,-0.0065040650406504,37210654.0,12.22,0.2400000000000002,0.0044808678733565,14524123.0,4.25925,0.1064999999999997
2017-09-14,0.0032733224222586,37220905.0,12.26,0.3500000000000014,-0.0056934906380231,12843915.0,4.235,0.1189999999999997
2017-09-15,0.0212071778140294,50337411.0,12.52,0.3499999999999996,0.0632231404958678,34119764.0,4.502750000000001,0.1865000000000002
2017-09-18,0.0447284345047923,83517385.0,13.08,0.5600000000000005,0.0413080895008606,42111516.0,4.688750000000001,0.1584999999999993
2017-09-19,0.0030581039755352,65455230.0,13.12,0.4099999999999983,-0.0010663822980539,22061194.0,4.68375,0.1308749999999996
2017-09-20,0.0472560975609756,102682437.0,13.74,1.0,-0.0080597811582599,18128114.0,4.646,0.1302499999999995
2017-09-21,-0.0240174672489083,166822200.0,13.41,0.92,-0.0273353422298752,26889994.0,4.519,0.1272499999999993
2017-09-22,-0.0082028337061894,50546963.0,13.3,0.2800000000000011,-0.009736667404293,12280771.0,4.475,0.0927500000000002
2017-09-25,-0.0518796992481203,84172737.0,12.61,0.7899999999999991,-0.0446927374301676,21864476.0,4.275,0.1910000000000003
2017-09-26,-0.0126883425852498,68326625.0,12.45,0.5,0.0056140350877193,28140511.0,4.299,0.2082500000000003
2017-09-27,0.0232931726907631,59947247.0,12.74,0.3699999999999992,0.0219237031867876,17842967.0,4.39325,0.0880000000000002
2017-09-28,0.0,35812311.0,12.74,0.2899999999999991,-0.0002845273999886,10881065.0,4.392,0.0605000000000004
2017-09-29,0.0007849293563579,33948592.0,12.75,0.2200000000000006,0.0175887978142076,15477293.0,4.469250000000001,0.0619999999999997
2017-10-02,-0.0031372549019608,34461080.0,12.71,0.2300000000000004,0.0012865693348996,12586960.0,4.475,0.1244999999999997
2017-10-03,0.0558615263571991,85174031.0,13.42,0.7800000000000011,0.0020670391061453,9758268.0,4.48425,0.075
2017-10-04,-0.0081967213114754,42318159.0,13.31,0.3499999999999996,0.0083626024418799,10696220.0,4.52175,0.0907500000000006
2017-10-05,0.0022539444027047,34758604.0,13.34,0.25,-0.0005528832863383,10944005.0,4.51925,0.0609999999999999
2017-10-06,-0.0082458770614693,28258656.0,13.23,0.2100000000000008,0.0029319024174365,7969958.0,4.532500000000001,0.071
2017-10-09,0.018140589569161,54033758.0,13.47,0.5700000000000003,0.0225592939878654,14087272.0,4.63475,0.1174999999999997
2017-10-10,0.0170749814402376,43304155.0,13.7,0.3499999999999996,0.0190948810615459,24371902.0,4.72325,0.1422499999999999
2017-10-11,0.0131386861313869,38746553.0,13.88,0.3500000000000014,0.0106388609537924,13237734.0,4.7735,0.0814999999999997
2017-10-12,0.0230547550432277,69874095.0,14.2,0.5599999999999987,0.0004713522572536,13207317.0,4.77575,0.0789974999999998
2017-10-13,0.0014084507042254,37515843.0,14.22,0.2900000000000009,0.0186358163639219,15718233.0,4.86475,0.0837499999999998
2017-10-16,0.0028129395218003,34136783.0,14.26,0.2300000000000004,0.0171642941569454,14419958.0,4.94825,0.1201999999999998
2017-10-17,-0.0070126227208976,28995567.0,14.16,0.2100000000000008,-0.0009094124185318,11965067.0,4.94375,0.0637500000000002
2017-10-18,-0.0063559322033898,39020586.0,14.07,0.5190000000000001,-0.0008596713021492,14182907.0,4.939500000000001,0.1204999999999998
2017-10-19,-0.0085287846481876,33797208.0,13.95,0.3499999999999996,0.0011134730235854,14269253.0,4.945,0.1387475000000002
2017-10-20,-0.0100358422939068,32538937.0,13.81,0.2899999999999991,-0.0045500505561173,11290462.0,4.9225,0.0762500000000002
2017-10-23,0.0209992758870384,49838009.0,14.1,0.2900999999999989,-0.0014220416455053,10718124.0,4.9155,0.0762499999999995
2017-10-24,0.0106382978723404,84891583.0,14.25,0.209999999999999,0.0104770623537789,10181132.0,4.9670000000000005,0.07025
2017-10-25,-0.1347368421052632,166762120.0,12.33,0.8400000000000016,-0.0252667606200926,20704030.0,4.8415,0.2012500000000003
2017-10-26,-0.0263584752635848,87625437.0,12.005,0.4600000000000008,0.0104822885469379,8068563.0,4.89225,0.0587499999999998
2017-10-27,-0.0137442732194919,115650373.0,11.84,0.8399999999999999,0.0315294598599826,14304835.0,5.0465,0.1280000000000001
2017-10-30,-0.0802364864864865,137785101.0,10.89,0.7699999999999996,0.0098087783612405,12601417.0,5.096,0.1217475
2017-10-31,0.0087235996326905,78604323.0,10.985,0.620000000000001,0.014570251177394,10298307.0,5.17025,0.0747499999999995
2017-11-01,-0.0168411470186618,66875483.0,10.8,0.5699999999999985,0.0018857888883516,12564446.0,5.18,0.1342500000000001
2017-11-02,0.0046296296296296,47942664.0,10.85,0.33,-0.0060810810810811,8557738.0,5.1485,0.1039999999999999
2017-11-03,0.0248847926267281,44268291.0,11.12,0.3100000000000005,0.0133534039040497,8844355.0,5.21725,0.0837249999999997
2017-11-06,0.072841726618705,96350104.0,11.93,0.4499999999999993,0.0045042886578178,9748616.0,5.24075,0.082
2017-11-07,0.0100586756077117,67900203.0,12.05,0.3499999999999996,0.0114487430234222,10692542.0,5.30075,0.0711100000000002
2017-11-08,-0.0282157676348548,58790041.0,11.71,0.4399999999999995,-0.0135358204027732,13076705.0,5.229,0.1189974999999996
2017-11-09,-0.0503842869342442,76821979.0,11.12,0.3200000000000003,-0.0183591508892714,24464067.0,5.133,0.1490000000000002
2017-11-10,0.012589928057554,50209909.0,11.26,0.3149999999999995,0.0526982271576076,31331374.0,5.403499999999999,0.1759999999999998
2017-11-13,-0.0150976909413854,54104649.0,11.09,0.2799999999999993,-0.0162394744147312,14559423.0,5.31575,0.1289999999999999
